,Position,Player,Salary,Opponent,AvgPointsPerGame,Team,PlayerID
153,QB,Brock Osweiler,4100,NYG@DEN 08:30PM ET,0.0,DEN,00-0029682
154,RB,Kenyan Drake,4000,MIA@ATL 01:00PM ET,1.0,MIA,00-0033118
155,QB,Mark Sanchez,4000,CHI@BAL 01:00PM ET,0.0,CHI,00-0026898
156,QB,Ryan Mallett,4000,CHI@BAL 01:00PM ET,5.44,BAL,00-0028012
157,WR,Kendall Wright,4000,CHI@BAL 01:00PM ET,8.8,CHI,00-0029708
158,RB,Terrance West,4000,CHI@BAL 01:00PM ET,5.82,BAL,00-0031375
159,WR,Kenny Britt,4000,CLE@HOU 01:00PM ET,6.525,CLE,00-0027006
160,TE,Ryan Griffin,4000,CLE@HOU 01:00PM ET,6.15,HOU,00-0030108
161,WR,Josh Gordon,4000,CLE@HOU 01:00PM ET,0.0,CLE,00-0029664
162,QB,Cody Kessler,4000,CLE@HOU 01:00PM ET,0.0,CLE,00-0033104
163,QB,Teddy Bridgewater,4000,GB@MIN 01:00PM ET,0.0,MIN,00-0031237
164,QB,Kyle Sloter,4000,GB@MIN 01:00PM ET,0.0,MIN,00-0033672
165,WR,Geronimo Allison,4000,GB@MIN 01:00PM ET,6.65,GB,00-0032626
166,QB,Taysom Hill,4000,DET@NO 01:00PM ET,0.0,NO,00-0033357
167,WR,Kenny Golladay,4000,DET@NO 01:00PM ET,9.732999999999999,DET,00-0033932
168,WR,Jeremy Kerley,4000,NE@NYJ 01:00PM ET,7.55,NYJ,00-0028091
169,QB,Bryce Petty,4000,NE@NYJ 01:00PM ET,0.0,NYJ,00-0031568
170,QB,Christian Hackenberg,4000,NE@NYJ 01:00PM ET,0.0,NYJ,00-0032953
171,WR,Jamison Crowder,4000,SF@WAS 01:00PM ET,5.65,WAS,00-0031941
172,QB,Drew Stanton,4000,TB@ARI 04:05PM ET,0.0,ARI,00-0025430
173,RB,Jacquizz Rodgers,4000,TB@ARI 04:05PM ET,7.375,TB,00-0028083
174,QB,Ryan Griffin,4000,TB@ARI 04:05PM ET,0.0,TB,00-0029857
175,WR,Adam Humphries,4000,TB@ARI 04:05PM ET,9.425,TB,00-0032009
176,QB,Brandon Allen,4000,LAR@JAX 04:05PM ET,0.0,LA,00-0032434
177,WR,Cooper Kupp,4000,LAR@JAX 04:05PM ET,10.4,LA,00-0033908
178,QB,Tyler Bray,4000,PIT@KC 04:25PM ET,0.0,KC,00-0030151
179,QB,Joshua Dobbs,4000,PIT@KC 04:25PM ET,0.0,PIT,00-0033949
180,RB,Charcandrick West,4000,PIT@KC 04:25PM ET,7.32,KC,00-0030668
181,QB,Kellen Clemens,4000,LAC@OAK 04:25PM ET,0.0,LAC,00-0024264
182,RB,Branden Oliver,4000,LAC@OAK 04:25PM ET,3.2,LAC,00-0031277
183,QB,Connor Cook,4000,LAC@OAK 04:25PM ET,0.0,OAK,00-0032893
184,DST,Broncos ,4000,NYG@DEN 08:30PM ET,7.75,DEN,
185,WR,Brandon Marshall,4000,NYG@DEN 08:30PM ET,6.68,NYG,00-0024334
186,QB,Chad Kelly,4000,NYG@DEN 08:30PM ET,0.0,DEN,
187,QB,Paxton Lynch,4000,NYG@DEN 08:30PM ET,0.0,DEN,00-0033108
188,QB,Davis Webb,4000,NYG@DEN 08:30PM ET,0.0,NYG,00-0033550
189,QB,Brandon Weeden,4000,IND@TEN 08:30PM ET,0.0,TEN,00-0029677
190,WR,Justin Hardy,3900,MIA@ATL 01:00PM ET,3.025,ATL,00-0031570
191,DST,Texans ,3900,CLE@HOU 01:00PM ET,6.8,HOU,
192,WR,Ricardo Louis,3900,CLE@HOU 01:00PM ET,7.08,CLE,00-0033079
193,RB,Matt Forte,3900,NE@NYJ 01:00PM ET,7.4,NYJ,00-0026184
194,TE,Vernon Davis,3900,SF@WAS 01:00PM ET,7.5,WAS,00-0024221
195,TE,Cameron Brate,3900,TB@ARI 04:05PM ET,13.375,TB,00-0031273
196,RB,Malcolm Brown,3900,LAR@JAX 04:05PM ET,3.875,LA,00-0031806
197,RB,Jalen Richard,3900,LAC@OAK 04:25PM ET,6.38,OAK,00-0033025
198,RB,Wayne Gallman,3900,NYG@DEN 08:30PM ET,13.1,NYG,00-0033950
199,RB,Marlon Mack,3900,IND@TEN 08:30PM ET,9.867,IND,00-0033951
200,TE,Kyle Rudolph,3800,GB@MIN 01:00PM ET,8.68,MIN,00-0027981
201,RB,Dion Lewis,3800,NE@NYJ 01:00PM ET,5.42,NE,00-0028087
202,RB,Rex Burkhead,3800,NE@NYJ 01:00PM ET,8.35,NE,00-0030288
203,WR,Ryan Grant,3800,SF@WAS 01:00PM ET,8.475,WAS,00-0031068
204,RB,Chris Ivory,3800,LAR@JAX 04:05PM ET,5.96,JAX,00-0027531
205,TE,Evan Engram,3800,NYG@DEN 08:30PM ET,9.0,NYG,00-0033881
206,WR,Roger Lewis,3800,NYG@DEN 08:30PM ET,4.84,NYG,00-0032659
207,RB,Damien Williams,3700,MIA@ATL 01:00PM ET,1.5,MIA,00-0030874
208,DST,Ravens ,3700,CHI@BAL 01:00PM ET,10.6,BAL,
209,RB,Danny Woodhead,3700,CHI@BAL 01:00PM ET,6.7,BAL,00-0026019
210,RB,Alfred Blue,3700,CLE@HOU 01:00PM ET,0.6,HOU,00-0031075
211,WR,Bruce Ellington,3700,CLE@HOU 01:00PM ET,7.375,HOU,00-0031326
212,WR,Phillip Dorsett,3700,NE@NYJ 01:00PM ET,2.64,NE,00-0032208
213,WR,Robert Woods,3700,LAR@JAX 04:05PM ET,9.2,LA,00-0030431
214,TE,Jared Cook,3700,LAC@OAK 04:25PM ET,8.7,OAK,00-0027061
215,RB,DeAndre Washington,3700,LAC@OAK 04:25PM ET,4.625,OAK,00-0032940
216,WR,Mike Williams,3700,LAC@OAK 04:25PM ET,0.0,LAC,00-0033536
217,RB,Orleans Darkwa,3700,NYG@DEN 08:30PM ET,5.95,NYG,00-0030860
218,RB,Robert Turbin,3700,IND@TEN 08:30PM ET,3.58,IND,00-0029273
219,TE,Jack Doyle,3700,IND@TEN 08:30PM ET,8.075,IND,00-0030181
220,WR,Donte Moncrief,3700,IND@TEN 08:30PM ET,6.88,IND,00-0031339
221,TE,Martellus Bennett,3600,GB@MIN 01:00PM ET,7.88,GB,00-0026201
222,WR,Ted Ginn Jr.,3600,DET@NO 01:00PM ET,8.625,NO,00-0025396
223,RB,Zach Zenner,3600,DET@NO 01:00PM ET,2.533,DET,00-0031665
224,RB,Dwayne Washington,3600,DET@NO 01:00PM ET,1.55,DET,00-0032450
225,WR,Malcolm Mitchell,3600,NE@NYJ 01:00PM ET,0.0,NE,00-0032400
226,WR,Josh Doctson,3600,SF@WAS 01:00PM ET,4.225,WAS,00-0032760
227,DST,Jaguars ,3600,LAR@JAX 04:05PM ET,16.4,JAX,
228,WR,JuJu Smith-Schuster,3600,PIT@KC 04:25PM ET,8.0,PIT,00-0033857
229,WR,Seth Roberts,3600,LAC@OAK 04:25PM ET,5.64,OAK,00-0031166
230,RB,Shane Vereen,3600,NYG@DEN 08:30PM ET,7.78,NYG,00-0027994
231,RB,De'Angelo Henderson,3600,NYG@DEN 08:30PM ET,0.033,DEN,00-0033581
232,DST,Falcons ,3500,MIA@ATL 01:00PM ET,6.25,ATL,
233,WR,Andre Roberts,3500,MIA@ATL 01:00PM ET,0.55,ATL,00-0027691
234,TE,Austin Hooper,3500,MIA@ATL 01:00PM ET,9.6,ATL,00-0032392
235,WR,Michael Floyd,3500,GB@MIN 01:00PM ET,2.9,MIN,00-0029638
236,RB,Devante Mays,3500,GB@MIN 01:00PM ET,0.0,GB,00-0033304
237,RB,Charles Sims,3500,TB@ARI 04:05PM ET,3.925,TB,00-0031390
238,RB,Devontae Booker,3500,NYG@DEN 08:30PM ET,1.4,DEN,00-0032972
239,DST,Redskins ,3400,SF@WAS 01:00PM ET,9.25,WAS,
240,TE,George Kittle,3400,SF@WAS 01:00PM ET,7.92,SF,00-0033288
241,WR,Trent Taylor,3400,SF@WAS 01:00PM ET,5.58,SF,00-0033292
242,RB,Adrian Peterson,3400,TB@ARI 04:05PM ET,2.625,ARI,00-0025394
243,RB,Chris Johnson,3400,TB@ARI 04:05PM ET,5.175,ARI,
244,RB,T.J. Yeldon,3400,LAR@JAX 04:05PM ET,0.0,JAX,00-0032209
245,WR,Jakeem Grant,3300,MIA@ATL 01:00PM ET,0.775,MIA,00-0032791
246,TE,Benjamin Watson,3300,CHI@BAL 01:00PM ET,7.76,BAL,00-0022943
247,WR,Markus Wheaton,3300,CHI@BAL 01:00PM ET,0.507,CHI,00-0030460
248,WR,Kasen Williams,3300,CLE@HOU 01:00PM ET,2.325,CLE,00-0032250
249,WR,Rashard Higgins,3300,CLE@HOU 01:00PM ET,5.65,CLE,00-0032977
250,WR,Jeff Janis,3300,GB@MIN 01:00PM ET,0.0,GB,00-0031001
251,WR,Brandon Coleman,3300,DET@NO 01:00PM ET,8.425,NO,00-0030801
252,DST,Patriots ,3300,NE@NYJ 01:00PM ET,3.4,NE,
253,RB,Corey Grant,3300,LAR@JAX 04:05PM ET,2.6,JAX,00-0031731
254,WR,Albert Wilson,3300,PIT@KC 04:25PM ET,7.68,KC,00-0030669
255,WR,Tavarres King,3300,NYG@DEN 08:30PM ET,0.0,NYG,00-0030091
256,WR,Bennie Fowler,3300,NYG@DEN 08:30PM ET,8.475,DEN,00-0030670
257,RB,Paul Perkins,3300,NYG@DEN 08:30PM ET,4.15,NYG,00-0032417
258,WR,Ed Eagan,3300,NYG@DEN 08:30PM ET,0.0,NYG,00-0032705
259,WR,Travis Rudolph,3300,NYG@DEN 08:30PM ET,0.0,NYG,00-0033717
260,DST,Colts ,3300,IND@TEN 08:30PM ET,5.0,IND,
261,WR,Taywan Taylor,3300,IND@TEN 08:30PM ET,2.96,TEN,00-0033911
262,WR,Nick Williams,3200,MIA@ATL 01:00PM ET,6.0,ATL,00-0029848
263,TE,Coby Fleener,3200,DET@NO 01:00PM ET,8.975,NO,00-0029697
264,RB,Kerwynn Williams,3200,TB@ARI 04:05PM ET,2.48,ARI,00-0030117
265,DST,Rams ,3200,LAR@JAX 04:05PM ET,9.4,LA,
266,WR,Jaelen Strong,3200,LAR@JAX 04:05PM ET,0.0,JAX,00-0031560
267,DST,Chiefs ,3200,PIT@KC 04:25PM ET,9.0,KC,
268,WR,Chris Conley,3200,PIT@KC 04:25PM ET,5.7,KC,00-0032128
269,WR,Deonte Thompson,3100,CHI@BAL 01:00PM ET,5.9,CHI,
270,WR,Laquon Treadwell,3100,GB@MIN 01:00PM ET,1.84,MIN,00-0032951
271,WR,Aldrick Robinson,3100,SF@WAS 01:00PM ET,3.14,SF,00-0028116
272,WR,Tavon Austin,3100,LAR@JAX 04:05PM ET,4.34,LA,00-0030525
273,TE,Jesse James,3100,PIT@KC 04:25PM ET,9.02,PIT,00-0032135
274,DST,Chargers ,3100,LAC@OAK 04:25PM ET,5.4,LAC,
275,WR,Dontrelle Inman,3100,LAC@OAK 04:25PM ET,0.725,LAC,00-0028411
276,RB,Derrick Coleman,3000,MIA@ATL 01:00PM ET,0.525,ATL,00-0029068
277,RB,Senorise Perry,3000,MIA@ATL 01:00PM ET,0.0,MIA,00-0031209
278,RB,Terron Ward,3000,MIA@ATL 01:00PM ET,0.0,ATL,00-0031682
279,WR,Rashawn Scott,3000,MIA@ATL 01:00PM ET,0.0,MIA,00-0032621
280,WR,Leonte Carroo,3000,MIA@ATL 01:00PM ET,0.0,MIA,00-0033060
281,RB,Brian Hill,3000,MIA@ATL 01:00PM ET,0.0,ATL,
282,WR,Isaiah Ford,3000,MIA@ATL 01:00PM ET,0.0,MIA,00-0033471
283,RB,Bobby Rainey,3000,CHI@BAL 01:00PM ET,0.0,BAL,00-0029384
284,WR,Tanner Gentry,3000,CHI@BAL 01:00PM ET,4.7,CHI,00-0033633
285,RB,Benny Cunningham,3000,CHI@BAL 01:00PM ET,5.15,CHI,00-0029795
286,WR,Michael Campanaro,3000,CHI@BAL 01:00PM ET,2.2,BAL,00-0031025
287,WR,Chris Matthews,3000,CHI@BAL 01:00PM ET,0.8,BAL,00-0028702
288,WR,Josh Bellamy,3000,CHI@BAL 01:00PM ET,4.28,CHI,00-0029319
289,RB,Michael Burton,3000,CHI@BAL 01:00PM ET,0.14,CHI,00-0031595
290,WR,Tre McBride,3000,CHI@BAL 01:00PM ET,1.4,CHI,00-0032123
291,WR,Chris Moore,3000,CHI@BAL 01:00PM ET,0.0,BAL,00-0032398
292,WR,Breshad Perriman,3000,CHI@BAL 01:00PM ET,1.32,BAL,00-0032054
293,RB,Taquan Mizzell,3000,CHI@BAL 01:00PM ET,0.0,CHI,00-0033373
294,RB,Jordan Todman,3000,CLE@HOU 01:00PM ET,0.0,HOU,00-0028121
295,WR,James Wright,3000,CLE@HOU 01:00PM ET,0.0,CLE,
296,RB,Jay Prosch,3000,CLE@HOU 01:00PM ET,0.0,HOU,00-0031085
297,TE,C.J. Fiedorowicz,3000,CLE@HOU 01:00PM ET,8.6,HOU,00-0031302
298,WR,Sammie Coates,3000,CLE@HOU 01:00PM ET,0.0,CLE,00-0032166
299,WR,Braxton Miller,3000,CLE@HOU 01:00PM ET,1.8330000000000002,HOU,00-0033069
300,WR,Bryce Treggs,3000,CLE@HOU 01:00PM ET,4.8,CLE,00-0032724
301,RB,Danny Vitale,3000,CLE@HOU 01:00PM ET,0.0,CLE,00-0032794
302,RB,Matthew Dayes,3000,CLE@HOU 01:00PM ET,0.76,CLE,00-0033596
303,WR,Chris Thompson,3000,CLE@HOU 01:00PM ET,1.45,HOU,00-0033855
304,TE,David Njoku,3000,CLE@HOU 01:00PM ET,8.38,CLE,00-0033885
